Sample,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,RawIntDen
dish1-roi-04,0.085,5598.382,1509.246,3668,3668,8771,13.411,24.333,474.127,380690
dish1-roi-04,0.095,3913.592,1036.454,5741,2441,6105,76.84,24.375,370.435,297433
dish1-roi-04,0.078,5260.063,1397.033,3413,3413,7955,15.362,24.436,412.719,331384
dish1-roi-04,0.146,6917.128,2506.28,3804,3804,12652,22.993,24.484,1007.94,809304
dish1-roi-04,0.032,2926.885,296.057,2335,2335,3475,75.81,24.484,94.777,76099
dish1-roi-04,0.152,7981.549,2549.547,10074,4564,13563,18.499,24.624,1212.746,973749
dish1-roi-04,0.148,7380.378,2511.84,4776,3718,13191,20.083,24.634,1093.826,878265
dish1-roi-04,0.192,6084.149,1314.155,4169,3604,8546,18.036,24.795,1166.926,936959
dish1-roi-04,0.066,4072.075,887.594,2581,2581,5769,35.829,24.639,268.791,215820
dish1-roi-04,0.012,2202.5,92.063,2044,2044,2371,36.589,24.591,27.431,22025
dish1-roi-04,0.126,6204.881,2095.036,6525,3407,10627,24.128,24.842,780.508,626693
dish1-roi-04,0.031,3355.08,367.225,2790,2790,4012,36.198,24.725,104.464,83877
dish1-roi-04,0.016,2508.231,113.911,2389,2341,2725,75.871,24.775,40.61,32607
dish1-roi-04,0.009,2823.143,98.186,2646,2646,2934,76.326,24.741,24.612,19762
dish1-roi-04,0.446,8378.475,3092.417,6148,3906,16511,19.123,25.199,3735.69,2999494
dish1-roi-04,0.027,4334.273,498.73,3539,3539,5173,20.363,24.845,118.758,95354
dish1-roi-04,0.047,3219.368,486.724,2286,2286,4117,36.531,24.928,152.362,122336
dish1-roi-04,0.059,5085.149,738.812,3898,3898,6567,19.877,24.964,297.663,239002
dish1-roi-04,0.027,2980.318,397.037,2348,2348,3625,35.182,24.922,81.66,65567
dish1-roi-04,0.095,5762.118,1839.222,3609,3511,9866,21.59,25.073,545.404,437921
dish1-roi-04,0.049,7341.513,1193.643,5257,5257,9586,18.396,25.093,356.593,286319
dish1-roi-04,0.049,4525.256,656.568,3660,3660,5756,22.768,25.149,219.801,176485
dish1-roi-04,0.141,4329.062,1526.206,2082,2082,7331,35.05,25.224,609.249,489184
dish1-roi-04,0.051,4550.439,741.75,3557,3557,6022,35.794,25.213,232.359,186568
dish1-roi-04,0.01,2652.875,176.288,2348,2348,2858,36.68,25.14,26.432,21223
dish1-roi-04,0.062,5648.26,1536.298,3647,3647,8620,22.501,25.346,351.728,282413
dish1-roi-04,0.076,5503.623,1367.822,3587,3587,8168,36.219,25.331,418.12,335721
dish1-roi-04,0.07,4623.75,870.117,3401,3401,6503,15.664,25.382,322.482,258930
dish1-roi-04,0.081,5697.785,1559.867,5662,3502,8884,23.439,25.371,461.256,370356
dish1-roi-04,0.07,5086.107,1119.665,3654,3517,7357,14.921,25.433,354.729,284822
dish1-roi-04,0.012,3665.8,141.708,3443,3443,3898,20.617,25.487,45.655,36658
dish1-roi-04,0.075,5544.617,1212.118,3714,3714,7705,22.331,25.551,414.329,332677
dish1-roi-04,0.11,4308.705,950.575,2776,2776,6373,35.364,25.595,472.228,379166
dish1-roi-04,0.345,5699.884,1664.068,4156,3427,11035,18.532,25.905,1966.385,1578868
dish1-roi-04,0.049,4430.872,541.821,4370,3657,5536,36.025,25.609,215.217,172804
dish1-roi-04,0.061,5592.592,1436.653,3600,3600,8571,21.299,25.665,341.297,274037
dish1-roi-04,0.029,3546,244.167,3157,3157,3984,24.264,25.671,101.576,81558
dish1-roi-04,0.03,4005.333,292.239,3499,3499,4457,36.348,25.82,119.722,96128
dish1-roi-04,0.141,4388.469,901.804,3841,2865,6824,36.676,25.967,617.61,495897
dish1-roi-04,0.022,3851.111,186.911,3602,3602,4170,20.984,25.813,86.334,69320
dish1-roi-04,0.021,3679.529,209.239,3391,3391,4017,13.476,25.88,77.905,62552
dish1-roi-04,0.029,3163.348,331.755,2444,2444,3774,35.272,25.995,90.614,72757
dish1-roi-04,0.024,3965.316,254.046,3542,3542,4363,14.452,26.034,93.833,75341
dish1-roi-04,0.167,7460.53,3076.003,3710,3710,14653,14.896,26.165,1245.08,999711
dish1-roi-04,0.161,7625.132,3140.509,5187,3702,14454,15.572,26.14,1225.067,983642
dish1-roi-04,0.138,5466.378,1578.07,3031,3031,8529,35.716,26.159,755.693,606768
dish1-roi-04,0.03,2930.583,455.984,2103,2103,3654,37.064,26.062,87.597,70334
dish1-roi-04,0.091,5475.479,1613.497,4016,3491,9056,21.399,26.304,497.815,399710
dish1-roi-04,0.186,4964.04,1799.223,3108,2239,9357,36.924,26.448,921.18,739642
dish1-roi-04,0.092,5286.014,1348.816,3512,3512,8108,21.028,26.403,487.173,391165
dish1-roi-04,0.067,3867.296,581.396,2966,2966,4956,35.872,26.642,260.09,208834
dish1-roi-04,0.071,3094.123,487.555,3239,2295,4206,35.531,26.762,219.652,176365
dish1-roi-04,0.107,4236.105,733.455,3793,2957,5710,36.603,26.888,453.72,364305
dish1-roi-04,0.066,4727.17,851.932,3683,3428,6335,15.107,26.914,312.033,250540
dish1-roi-04,0.085,5265.603,1330.266,6923,3340,7811,17.19,26.968,445.943,358061
dish1-roi-04,0.106,5854.694,2041.78,5904,3060,10530,14.568,27.048,619.792,497649
dish1-roi-04,0.136,5769.183,1798.195,5458,3038,9283,36.371,27.15,783.184,628841
dish1-roi-04,0.016,3116.231,195.634,2769,2769,3393,35.887,27.037,50.454,40511
dish1-roi-04,0.052,4569.905,854.359,3275,3275,6242,16.333,27.105,239.045,191936
dish1-roi-04,0.092,3896.176,1130.351,2247,2247,6301,35.782,27.483,359.082,288317
dish1-roi-04,0.106,4483.259,1375.29,2651,2339,7408,36.701,27.493,474.609,381077
dish1-roi-04,0.171,5361.672,1421.349,3738,3265,8493,18.044,27.57,914.837,734549
dish1-roi-04,0.135,4508.407,1447.636,2370,2370,7617,36.433,27.933,606.415,486908
dish1-roi-04,0.095,3507.145,1061.187,2152,2152,5843,36.142,28.192,331.963,266543
dish1-roi-04,0.086,4700.159,951.105,3659,3553,6875,24.155,28.341,403.91,324311
dish1-roi-04,0.073,5049.695,998.163,3609,3609,6966,28.494,28.307,371.056,297932
dish1-roi-04,0.201,8039.876,3346.677,3855,3855,15260,26.823,28.492,1612.122,1294420
dish1-roi-04,0.071,5159.509,953.33,4121,3773,6917,25.489,28.488,366.274,294092
dish1-roi-04,0.037,3622.733,574.833,2686,2686,4596,36.646,28.569,135.357,108682
dish1-roi-04,0.272,5475.885,2308.146,4530,2060,11149,37.758,28.84,1486.735,1193743
dish1-roi-04,0.041,2854.636,527.16,2148,2148,3876,77.073,28.715,117.324,94203
dish1-roi-04,0.067,5273.389,1090.048,3804,3804,7429,25.194,28.799,354.655,284763
dish1-roi-04,0.235,4961.36,1758.737,2252,2252,8644,36.703,28.946,1167.845,937697
dish1-roi-04,0.044,2733.086,394.167,2141,2141,3440,72.032,28.977,119.136,95658
dish1-roi-04,0.047,3486.605,642.514,2388,2388,4633,75.543,29.134,165.01,132491
dish1-roi-04,0.051,4881.049,777.576,4242,3792,6292,22.761,29.234,249.241,200123
dish1-roi-04,0.158,3505.15,829.908,4131,2257,5037,76.375,29.358,554.413,445154
dish1-roi-04,0.049,3960.615,508.614,2966,2966,4754,36.555,29.3,192.376,154464
dish1-roi-04,0.041,4689,537.168,3967,3967,5751,37.037,29.294,192.716,154737
dish1-roi-04,0.044,4703.2,559.926,3772,3772,5667,37.603,29.303,205.014,164612
dish1-roi-04,0.078,3422,802.398,3033,2241,4997,72.418,29.367,268.499,215586
dish1-roi-04,0.042,2858.824,432.993,2196,2196,3574,71.311,29.388,121.057,97200
dish1-roi-04,0.179,5305.854,1318.933,5745,2953,8420,75.124,29.438,951.57,764043
dish1-roi-04,0.031,4389.72,324.279,3767,3767,4977,37.376,29.413,136.678,109743
dish1-roi-04,0.042,2898.029,388.787,2295,2295,3648,73.661,29.444,122.717,98533
dish1-roi-04,0.108,5258.23,1404.376,6298,2715,7812,74.262,29.538,569.746,457466
dish1-roi-04,0.085,4628.412,1142.674,4819,2952,6968,75.869,29.565,391.98,314732
dish1-roi-04,0.166,4917.361,1549.236,3985,2495,8554,38.301,29.651,814.529,654009
dish1-roi-04,0.066,4979.83,1005.011,3699,3699,7057,23.676,29.67,328.71,263931
dish1-roi-04,0.044,4252.857,407.019,3715,3715,5039,24.963,29.702,185.384,148850
dish1-roi-04,0.121,4522.969,1344.34,2415,2415,7202,71.276,29.815,546.409,438728
dish1-roi-04,0.082,3528.924,656.2,2262,2262,4715,36.475,29.792,290.074,232909
dish1-roi-04,0.03,3931.333,524.157,3151,3151,4865,36.757,29.752,117.51,94352
dish1-roi-04,0.126,7112.733,1941.17,8494,4265,11079,75.121,29.826,894.707,718386
dish1-roi-04,0.215,6203.098,1590.078,6284,3857,10510,27.827,30.008,1336.526,1073136
dish1-roi-04,0.192,4788.721,565.213,4187,3743,6000,29.232,29.892,918.466,737463
dish1-roi-04,0.08,4941.969,1144.026,4492,2992,7072,72.267,29.839,393.915,316286
dish1-roi-04,0.024,3899.316,464.692,3464,3227,4676,73.66,29.798,92.271,74087
dish1-roi-04,0.121,4728.443,666.57,4323,3563,6318,37.22,29.872,571.232,458659
dish1-roi-04,0.183,8271.871,3703.838,7391,3861,16739,28.319,30.019,1514.411,1215965
dish1-roi-04,0.066,3643.264,981.389,2186,2186,5582,70.95,29.934,240.486,193093
dish1-roi-04,0.059,5961.383,777.957,6648,4486,7232,74.812,29.925,348.954,280185
dish1-roi-04,0.031,4170.72,569.398,3184,3184,5174,75.681,29.879,129.86,104268
dish1-roi-04,0.174,8584.586,3451.726,4068,4068,16120,26.439,30.105,1496.822,1201842
dish1-roi-04,0.067,4913.185,1006.911,5083,3508,6993,37.982,29.992,330.43,265312
dish1-roi-04,0.019,1618,119.873,1435,1435,1856,65.2,29.909,30.227,24270
dish1-roi-04,0.041,4893.061,865.516,3548,3548,6520,73.813,29.953,201.102,161471
dish1-roi-04,0.093,4346.173,1346.483,2284,2284,7246,75.963,30.042,405.967,325963
dish1-roi-04,0.223,10557.441,4086.713,10275,4125,19269,25.818,30.181,2353.61,1889782
dish1-roi-04,0.106,3634.365,753.978,2202,2202,4980,38.562,30.069,384.743,308921
dish1-roi-04,0.073,5590.305,930.195,3943,3943,7329,74.092,30.066,410.781,329828
dish1-roi-04,0.112,5869.911,1678.665,5445,3238,9348,71.749,30.074,657.956,528292
dish1-roi-04,0.031,3634.92,338.77,3568,3113,4268,72.985,30.023,113.177,90873
dish1-roi-04,0.239,9686.776,3987.317,5992,4382,17449,27.178,30.357,2316.345,1859861
dish1-roi-04,0.092,4591.878,695.6,5384,3474,5922,72.683,30.224,423.199,339799
dish1-roi-04,0.056,5699.578,634.024,4429,4429,6895,74.646,30.203,319.432,256481
dish1-roi-04,0.117,5840.309,1981.232,2982,2982,9733,71.548,30.369,683.733,548989
dish1-roi-04,0.073,4210.864,719.547,2924,2924,5645,37.069,30.306,309.418,248441
dish1-roi-04,0.071,4411.772,674.551,3290,3290,5563,38.014,30.354,313.192,251471
dish1-roi-04,0.026,3121.81,232.382,2811,2811,3487,11.297,30.277,81.649,65558
dish1-roi-04,0.085,5079.985,877.996,3704,3704,6982,72.19,30.384,430.224,345439
dish1-roi-04,0.116,6363.645,1649.679,3851,3851,9572,74.99,30.379,737.075,591819
dish1-roi-04,0.204,6967.341,1970.848,3774,3774,10700,73.469,30.514,1423.094,1142644
dish1-roi-04,0.325,13275.54,2946.227,11274,6868,18724,26.382,30.791,4315.345,3464916
dish1-roi-04,0.152,4168.492,346.188,3794,3668,5092,21.805,30.586,633.376,508556
dish1-roi-04,0.102,6918.878,1522.375,8541,4420,9675,74.298,30.576,706.598,567348
dish1-roi-04,0.007,4386,58.003,4321,4321,4461,25.215,30.491,32.775,26316
dish1-roi-04,0.044,3020,226.397,2530,2530,3319,36.931,30.609,131.643,105700
dish1-roi-04,0.088,4881.324,1414.638,2913,2913,7910,37.278,30.692,431.637,346574
dish1-roi-04,0.029,3261.609,277.62,2699,2699,3701,38.178,30.607,93.429,75017
dish1-roi-04,0.024,4047,342.723,3537,3537,4673,30.743,30.624,95.766,76893
dish1-roi-04,0.041,3311.394,508.381,2493,2493,4265,75.372,30.689,136.097,109276
dish1-roi-04,0.055,6068.818,1001.371,4320,4320,7839,27.426,30.731,332.567,267028
dish1-roi-04,0.054,3597.535,513.536,2689,2689,4723,37.781,30.79,192.662,154694
dish1-roi-04,0.229,10105.853,3732.349,8022,4550,18767,25.472,30.973,2315.867,1859477
dish1-roi-04,0.064,6030.392,1369.59,3997,3997,8491,72.641,30.836,383.035,307550
dish1-roi-04,0.036,3164,487.496,2433,2433,3925,36.91,30.82,114.277,91756
dish1-roi-04,0.065,2837.942,340.714,2195,2195,3476,38.124,30.905,183.793,147573
dish1-roi-04,0.091,6316.589,1410.053,4041,4041,9034,72.974,30.921,574.286,461111
dish1-roi-04,0.304,7231.209,1973.278,4731,4604,12078,73.869,31.134,2197.473,1764415
dish1-roi-04,0.101,6048.753,1934.394,3895,3749,10458,30.064,31.013,610.202,489949
dish1-roi-04,0.157,5709.81,2555.068,4216,2252,11535,75.202,31.065,896.014,719436
dish1-roi-04,0.162,5522.831,2132.62,2714,2714,10568,13.356,31.131,894.186,717968
dish1-roi-04,0.066,5399.755,1190.031,3742,3742,7844,24.404,31.044,356.429,286187
dish1-roi-04,0.012,3486.5,109.475,3311,3311,3681,71.831,30.957,43.422,34865
dish1-roi-04,0.035,4822.286,533.049,4002,4002,5785,74.585,31.022,168.164,135024
dish1-roi-04,0.137,13496.664,2749.09,11165,7808,17476,25.94,31.169,1849.021,1484633
dish1-roi-04,0.166,6450.436,1657.037,4528,3948,9925,72.549,31.242,1068.473,857908
dish1-roi-04,0.117,5293.181,1559.572,2524,2524,8619,74.815,31.247,619.68,497559
dish1-roi-04,0.085,9099.221,1789.898,5259,5259,12837,27.058,31.194,770.612,618747
dish1-roi-04,0.066,2945.811,588.856,2541,2042,4155,37.124,31.259,194.448,156128
dish1-roi-04,0.035,2782.143,351.455,2178,2178,3344,37.756,31.189,97.02,77900
dish1-roi-04,0.022,4069.556,325.592,3600,3600,4587,72.05,31.23,91.231,73252
dish1-roi-04,0.242,6656.052,2426.192,4453,3138,11968,12.972,31.507,1608.204,1291274
dish1-roi-04,0.397,15948.191,3073.391,12114,8241,20089,26.588,31.655,6336.142,5087473
dish1-roi-04,0.04,4851.469,761.322,3850,3850,6334,71.927,31.55,193.351,155247
dish1-roi-04,0.032,3925.154,362.569,3366,3366,4552,20.079,31.573,127.102,102054
dish1-roi-04,0.064,5244,1025.817,3908,3908,7506,72.208,31.622,333.085,267444
dish1-roi-04,0.417,14460.251,3359.473,13021,4783,19845,27.587,31.962,6033.14,4844184
dish1-roi-04,0.091,6751.123,1566.725,4521,4521,9982,72.84,31.801,613.793,492832
dish1-roi-04,0.107,6560.756,1478.192,3942,3942,9346,73.899,31.799,702.708,564225
dish1-roi-04,0.102,4067.732,844.772,3263,2787,6111,74.358,31.879,415.421,333554
dish1-roi-04,0.044,3144.486,266.964,3067,2756,3696,7.702,31.79,137.069,110057
dish1-roi-04,0.182,12716.171,3754.456,11484,5129,18802,25.871,31.874,2312.235,1856561
dish1-roi-04,0.217,10642.115,4199.715,4539,4539,18978,25.345,31.917,2306.216,1851728
dish1-roi-04,0.041,4914.818,288.57,4187,4187,5396,73.236,31.835,201.997,162189
dish1-roi-04,0.132,5096.292,1635.352,2719,2719,8747,14.296,31.907,672.795,540207
dish1-roi-04,0.068,5501.382,1210.944,3841,3841,8112,24.784,31.943,376.84,302576
dish1-roi-04,0.051,8532.39,2004.802,4875,4875,11256,28.144,31.955,435.69,349828
dish1-roi-04,0.12,5558.094,1410.452,3503,3503,8540,71.89,32.016,664.538,533577
dish1-roi-04,0.088,4461.817,1099.869,4807,2522,6581,71.4,32.001,394.542,316789
dish1-roi-04,0.173,5586.583,1558.632,3097,3097,8589,12.554,32.182,967.128,776535
dish1-roi-04,0.017,4898.5,240.67,4495,4495,5236,13.597,31.943,85.411,68579
dish1-roi-04,0.201,7985.845,2143.849,7039,4924,13410,13.2,32.179,1601.288,1285721
dish1-roi-04,0.047,5002.053,687.834,3767,3767,6338,72.888,32.088,236.731,190078
dish1-roi-04,0.415,13491.12,3901.95,13494,4978,19331,28.17,32.456,5595.192,4492543
dish1-roi-04,0.017,3926.5,214.798,3597,3597,4291,22.079,32.13,68.463,54971
dish1-roi-04,0.064,4395.118,428.971,4297,3732,5228,24.855,32.258,279.167,224151
dish1-roi-04,0.35,13912.854,4084.568,17161,4331,19350,26.964,32.476,4869.062,3909512
dish1-roi-04,0.017,5531.286,352.143,4855,4855,6015,73.228,32.185,96.444,77438
dish1-roi-04,0.108,4139.575,1282.629,3179,2316,6866,71.315,32.335,448.536,360143
dish1-roi-04,0.07,3564.143,672.769,2834,2790,5099,7.555,32.421,248.58,199592
dish1-roi-04,0.257,7213.762,3058.648,6571,2812,13395,10.467,32.442,1850.767,1486035
dish1-roi-04,0.234,8641.239,3101.454,3478,3478,15158,14.132,32.464,2023.283,1624553
dish1-roi-04,0.375,10084.309,4244.859,4611,3855,19126,29.021,32.551,3780.38,3035377
dish1-roi-04,0.122,5695.755,1374.804,3252,3252,8305,72.962,32.405,695.185,558184
dish1-roi-04,0.014,4424.545,258.028,3983,3983,4871,25.802,32.312,60.616,48670
dish1-roi-04,0.176,6528.426,1527.459,6477,3736,9778,73.683,32.55,1146.437,920508
dish1-roi-04,0.176,9770.163,2143.18,8379,6090,14658,13.537,32.567,1715.709,1377593
dish1-roi-04,0.025,3570.4,280.436,3068,3068,4045,71.833,32.468,88.934,71408
dish1-roi-04,0.225,5583.519,2225.58,3307,2263,10430,74.651,32.629,1258.663,1010617
dish1-roi-04,0.121,5669.825,1570.503,6667,3018,8963,11.631,32.684,684.958,549973
dish1-roi-04,0.136,7750.156,2246.5,3758,3758,11694,12.652,32.681,1052.107,844767
dish1-roi-04,0.026,4401.095,321.139,4466,3741,4857,11.322,32.596,115.107,92423
dish1-roi-04,0.041,5086.182,677.24,4564,4136,6360,11.014,32.749,209.04,167844
dish1-roi-04,0.115,7975.478,3092.13,3731,3731,14555,20.414,32.817,913.834,733744
dish1-roi-04,0.133,3861.804,1052.452,3310,2391,6161,72.193,32.858,514.632,413213
dish1-roi-04,0.249,9919.63,3959.225,12194,3147,16824,14.233,33.02,2470.861,1983926
dish1-roi-04,0.107,4627.686,996.657,2563,2563,6277,73.364,32.947,495.661,397981
dish1-roi-04,0.199,6822.538,2001.332,4403,4175,12088,11.192,33.027,1359.53,1091606
dish1-roi-04,0.273,4186.306,1081.865,3265,2154,6444,74.469,33.18,1141.821,916801
dish1-roi-04,0.229,10756.207,4571.683,5284,3746,19038,27.368,33.089,2464.902,1979142
dish1-roi-04,0.102,7372.915,1962.456,3998,3998,11301,28.081,33.035,752.967,604579
dish1-roi-04,0.096,6760.74,1582.799,5184,4116,9696,20.661,33.14,648.347,520577
dish1-roi-04,0.064,4319.137,369.517,3777,3777,5048,23.732,33.027,274.341,220276
dish1-roi-04,0.029,2999.913,269.388,2629,2629,3469,52.196,32.998,85.933,68998
dish1-roi-04,0.065,4452.462,835.124,3994,2949,5782,10.181,33.113,288.354,231528
dish1-roi-04,0.01,7699.25,289.231,7297,7297,7997,13.812,33.019,76.712,61594
dish1-roi-04,0.061,6234.286,1082.468,4306,4306,8386,20.275,33.115,380.457,305480
dish1-roi-04,0.098,7837.127,2086.974,4562,4562,12275,11.826,33.191,771.093,619133
dish1-roi-04,0.191,9694.399,2570.046,5726,5726,14533,13.35,33.315,1847.29,1483243
dish1-roi-04,0.078,7901.429,1463.323,5443,5443,10955,13.886,33.279,619.968,497790
dish1-roi-04,0.065,3458.615,724.631,2413,2413,4858,72.088,33.241,223.99,179848
dish1-roi-04,0.248,9345.106,2346.769,10499,5582,14228,12.807,33.408,2316.115,1859676
dish1-roi-04,0.072,5800.983,1241.059,3734,3734,8218,19.981,33.302,419.037,336457
dish1-roi-04,0.125,4319.65,1405.657,2893,2276,7274,73.452,33.338,537.986,431965
dish1-roi-04,0.096,5420.117,1396.112,5738,3269,8263,10.439,33.336,519.783,417349
dish1-roi-04,0.039,5055.613,683.246,3807,3807,6218,21,33.276,195.19,156724
dish1-roi-04,0.132,8804.774,2029.753,4958,4958,12298,12.217,33.464,1162.377,933306
dish1-roi-04,0.085,5416.074,1303.795,5690,3596,8220,22.988,33.532,458.687,368293
dish1-roi-04,0.022,2879.667,53.794,2797,2797,2959,5.601,33.491,64.556,51834
dish1-roi-04,0.352,8787.594,3176.313,3585,2914,15533,53.128,33.835,3097.271,2486889
dish1-roi-04,0.374,7880.207,2151.119,6907,3873,12468,20.274,33.969,2944.297,2364062
dish1-roi-04,0.136,9016.101,2808.207,4509,4509,15066,20.869,33.739,1223.962,982755
dish1-roi-04,0.072,5078.948,1121.622,3729,3729,7540,25.038,33.633,366.88,294579
dish1-roi-04,0.04,4543.312,554.49,3713,3713,5564,25.461,33.596,181.07,145386
dish1-roi-04,0.087,4796.7,1186.79,2955,2955,7085,10.356,33.704,418.18,335769
dish1-roi-04,0.014,5856,236.067,5583,5583,6215,11.494,33.595,80.226,64416
dish1-roi-04,0.032,4651.808,504.782,4191,3781,5485,10.813,33.67,150.632,120947
dish1-roi-04,0.05,7696.475,1004.005,5902,5902,9376,11.853,33.754,383.42,307859
dish1-roi-04,0.272,3794.532,1178.657,2208,2135,6192,72.143,33.915,1030.238,827208
dish1-roi-04,0.051,8239.146,1383.97,5981,5981,10919,12.697,33.84,420.716,337805
dish1-roi-04,0.294,8406.992,3202.47,6230,3245,15019,11.192,33.988,2471.015,1984050
dish1-roi-04,0.066,7746.755,1796.508,4693,4693,11134,52.734,33.913,511.35,410578
dish1-roi-04,0.144,5397.526,1484.38,2879,2879,8334,54.027,34.017,779.786,626113
dish1-roi-04,0.01,3086.25,163.222,2833,2833,3322,51.758,33.857,30.75,24690
dish1-roi-04,0.123,5036.909,1007.985,3142,3142,7189,52.24,34.072,621.044,498654
dish1-roi-04,0.1,7665.05,1556.184,8969,5340,10741,13.807,34.057,763.709,613204
dish1-roi-04,0.07,6436.571,1464.932,7178,3918,9149,14.315,34.049,448.916,360448
dish1-roi-04,0.162,6970.4,1765.086,8569,3899,10560,20.826,34.156,1128.558,906152
dish1-roi-04,0.05,4650.65,607.638,3739,3739,5814,23.977,34.045,231.684,186026
dish1-roi-04,0.083,8766.075,1975.733,5463,5463,12288,11.877,34.125,731.481,587327
dish1-roi-04,0.458,9699.524,2939.544,4922,3960,15227,12.423,34.431,4445.504,3569425
dish1-roi-04,0.105,4344.286,1192.113,3228,2729,7049,51.754,34.142,454.486,364920
dish1-roi-04,0.07,5708.446,625.941,4730,4730,6992,13.424,34.208,398.134,319673
dish1-roi-04,0.328,13284.54,5167.081,18536,3775,19987,23.163,34.455,4351.36,3493834
dish1-roi-04,0.012,5620.3,281.496,5071,5071,6030,52.643,34.214,69.997,56203
dish1-roi-04,0.326,13525.748,4676.248,16113,4106,19351,23.943,34.498,4413.523,3543746
dish1-roi-04,0.011,2637.778,102.743,2517,2517,2781,48.209,34.273,29.567,23740
dish1-roi-04,0.05,8050.475,1039.873,8790,6347,9999,14.256,34.386,401.055,322019
dish1-roi-04,0.026,2913,193.981,2650,2650,3253,54.878,34.356,76.187,61173
dish1-roi-04,0.133,8678.841,2409.948,4641,4641,14136,13.625,34.538,1156.56,928636
dish1-roi-04,0.009,5649.857,231.762,5273,5273,6000,53.413,34.356,49.256,39549
dish1-roi-04,0.106,4780.271,1255.649,3906,3031,7375,54.421,34.513,506.051,406323
dish1-roi-04,0.055,5418.159,1029.817,4841,3520,7088,11.907,34.495,296.912,238399
dish1-roi-04,0.245,8155.142,3053.437,3975,3075,14433,14.597,34.686,2000.878,1606563
dish1-roi-04,0.087,6500.557,1577.234,3868,3868,8976,52.582,34.516,566.724,455039
dish1-roi-04,0.268,8492.442,3815.066,4297,3749,17784,27.247,34.743,2274.018,1825875
dish1-roi-04,0.046,8359.73,733.989,7664,6783,9530,13.985,34.556,385.227,309310
dish1-roi-04,0.163,7523.206,1535.147,4908,4908,10519,53.007,34.668,1227.431,985540
dish1-roi-04,0.118,6869.421,1578.117,4454,4454,10278,53.56,34.649,812.768,652595
dish1-roi-04,0.294,10474.839,3072.455,7845,4193,16180,14.117,35.019,3078.805,2472062
dish1-roi-04,0.042,4972.853,787.277,3915,3915,6509,20.461,34.797,210.575,169077
dish1-roi-04,0.243,10349.846,3496.244,15894,4173,16819,24.265,35.048,2513.572,2018220
dish1-roi-04,0.05,4762.65,720.923,3452,3452,5904,12.866,34.833,237.264,190506
dish1-roi-04,0.049,5719.692,932.665,3814,3814,7266,27.697,34.852,277.818,223068
dish1-roi-04,0.33,15848.06,3511.693,9263,7053,20407,23.571,35.125,5230.519,4199736
dish1-roi-04,0.138,6965.955,2493.737,3792,3792,12602,29.201,35.047,963,773221
dish1-roi-04,0.077,6107.516,1630.759,6055,3869,9118,29.546,35.008,471.606,378666
dish1-roi-04,0.016,3767.769,266.268,3396,3396,4185,12.565,34.942,61.003,48981
dish1-roi-04,0.073,5887.356,1346.225,3824,3824,8367,53.623,35.042,432.609,347354
dish1-roi-04,0.056,4258.711,669.349,3155,3155,5471,54.036,35.054,238.679,191642
dish1-roi-04,0.066,4637.623,989.43,3150,3150,6623,12.852,35.249,306.122,245794
dish1-roi-04,0.249,10295.64,2356.592,9029,6205,15422,27.376,35.478,2564.52,2059128
dish1-roi-04,0.204,9703.11,2976.73,4005,4005,15652,27.788,35.456,1981.881,1591310
dish1-roi-04,0.391,9624.634,4215.253,18299,3888,19318,22.948,35.529,3763.888,3022135
dish1-roi-04,0.047,4581.421,406.162,3879,3879,5354,53.233,35.319,216.824,174094
dish1-roi-04,0.181,5526.538,1398.451,3783,3166,9104,52.593,35.464,998.031,801348
dish1-roi-04,0.021,3998.588,231.246,3634,3634,4408,21.832,35.371,84.66,67976
dish1-roi-04,0.082,5905.485,1488.705,4285,3920,8995,26.606,35.475,485.425,389762
dish1-roi-04,0.293,7731.498,2660.68,3604,3604,13552,14.404,35.778,2262.842,1816902
dish1-roi-04,0.288,8503.831,2862.503,5561,4320,14983,24.143,35.87,2446.524,1964385
dish1-roi-04,0.242,6401.093,2236.15,3289,3027,11677,13.156,35.748,1546.602,1241812
dish1-roi-04,0.042,3708.824,429.562,2860,2860,4412,53.184,35.762,157.05,126100
dish1-roi-04,0.07,4501.804,1229.01,2792,2792,6961,5.827,35.828,313.977,252101
dish1-roi-04,0.158,4415.756,995.06,3345,2534,6444,52.316,35.883,698.444,560801
dish1-roi-04,0.035,3968.571,360.132,3249,3249,4593,52.891,35.776,138.393,111120
dish1-roi-04,0.097,5171.987,1811.16,3350,2554,8763,48.099,35.902,502.429,403415
dish1-roi-04,0.075,8180.367,2050.233,4546,4546,12029,27.819,35.919,611.289,490822
dish1-roi-04,0.311,7492.892,3547.541,4849,2618,14644,49.145,36.133,2332.987,1873223
dish1-roi-04,0.078,5454.46,1056.643,3826,3826,7674,24.655,35.942,427.972,343631
dish1-roi-04,0.014,5447.091,347.11,4744,4744,5867,26.973,35.902,74.624,59918
dish1-roi-04,0.126,7535.861,2231.611,7148,3393,11331,14.62,36.125,947.932,761122
dish1-roi-04,0.095,5655.316,1514.829,4018,3673,8800,21.558,36.153,535.295,429804
dish1-roi-04,0.381,9596.788,4595.823,4747,4070,19642,27.313,36.319,3657.38,2936617
dish1-roi-04,0.066,5147.377,1020.46,3486,3486,6883,14.006,36.161,339.77,272811
dish1-roi-04,0.03,3572.25,357.532,2803,2803,4204,47.748,36.173,106.777,85734
