Sample,Area,Mean,StdDev,Mode,Min,Max,X,Y,IntDen,RawIntDen
dish2-roi-01,0.03,1979.25,110.376,1758,1758,2147,9.886,78.165,59.161,47502
dish2-roi-01,0.036,2080.828,215.733,1747,1747,2499,9.429,78.257,75.155,60344
dish2-roi-02,0.188,3341.371,1510.388,2000,1200,6454,5.455,0.369,628.383,504547
dish2-roi-02,0.07,3588.839,696.287,3452,2511,5014,4.171,0.321,250.302,200975
dish2-roi-02,0.218,4219.114,2132.265,2325,1263,9463,3.639,0.523,919.564,738345
dish2-roi-02,0.02,1360.75,143.817,1102,1102,1557,3.119,0.43,27.116,21772
dish2-roi-02,0.188,2897.881,1275.033,1569,1037,5754,5.878,0.603,544.98,437580
dish2-roi-02,0.044,2552.257,293.05,2145,2145,3213,4.05,0.686,111.254,89329
dish2-roi-02,0.011,2495.556,173.237,2275,2275,2753,4.947,0.578,27.973,22460
dish2-roi-02,0.064,3289.078,669.586,2406,2406,4760,4.439,0.834,208.914,167743
dish2-roi-02,0.146,4566.863,1456.242,4278,2305,7341,5.216,0.956,665.467,534323
dish2-roi-02,0.126,2459.386,965.306,3797,1124,4656,10.426,1.022,309.365,248398
dish2-roi-02,0.151,2381.231,1095.02,1266,1085,4955,11.397,1.115,358.847,288129
dish2-roi-02,0.164,4143.341,908.867,3194,2533,6344,4.859,1.246,681.157,546921
dish2-roi-02,0.07,2519.714,711.659,3238,1341,3636,10.07,1.139,175.737,141104
dish2-roi-02,0.614,4526.01,1969.662,1890,1361,9717,8.947,1.581,2778.979,2231323
dish2-roi-02,0.047,1739.763,342.767,1165,1165,2276,8.639,1.193,82.337,66111
dish2-roi-02,0.214,3901.209,1166.699,2496,1896,6631,9.675,1.432,835.7,671008
dish2-roi-02,0.077,1365.371,462.389,690,690,2254,44.65,1.319,105.43,84653
dish2-roi-02,0.3,3073.66,1142.177,1986,1202,6075,4.15,1.485,922.562,740752
dish2-roi-02,0.067,4019.389,849.471,2597,2597,5591,5.358,1.485,270.319,217047
dish2-roi-02,0.086,2596.377,790.929,2563,1313,4264,11.096,1.601,223.121,179150
dish2-roi-02,0.077,3586.242,823.479,1961,1961,4979,5.691,1.607,276.92,222347
dish2-roi-02,0.248,3530.226,1080.8,2432,2118,6387,10.291,1.752,874.94,702515
dish2-roi-02,0.047,1622.632,353.426,1032,1032,2331,6.211,1.665,76.794,61660
dish2-roi-02,0.027,801.5,67.41,814,674,923,44.941,1.654,21.961,17633
dish2-roi-02,0.117,5047.649,1504.243,3574,2939,8281,5.02,1.806,590.935,474479
dish2-roi-02,0.203,3071.031,1364.08,2549,1080,5703,8.251,1.994,623.44,500578
dish2-roi-02,0.167,4599.104,1407.825,3322,2481,8458,5.45,2.076,767.54,616280
dish2-roi-02,0.156,3385.52,1509.129,1926,1119,6850,6.09,2.079,527.058,423190
dish2-roi-02,0.035,1374.179,115.996,1485,1166,1571,11.285,2.007,47.921,38477
dish2-roi-02,0.334,3703.996,1660.243,1678,1086,7958,10.878,2.221,1236.312,992671
dish2-roi-02,0.062,2874.8,367.571,2495,2101,3647,4.411,2.074,179.02,143740
dish2-roi-02,0.035,2598.357,357.094,2077,2077,3238,10.139,2.032,90.611,72754
dish2-roi-02,0.136,2923.771,1043.051,2342,1229,5494,4.147,2.47,396.911,318691
dish2-roi-02,0.047,3252.158,360.305,2692,2692,3874,5.008,2.35,153.914,123582
dish2-roi-02,0.423,4135.565,1368.542,3004,2075,7296,9.548,2.556,1751.203,1406092
dish2-roi-02,0.191,2848.275,1076.177,1754,1102,5502,5.877,2.542,542.745,435786
dish2-roi-02,0.192,4196.006,1404.146,3367,2238,7106,4.749,2.614,804.785,646185
dish2-roi-02,0.011,2712.111,151.429,2479,2479,2869,5.323,2.555,30.4,24409
dish2-roi-02,0.101,3041.864,675.542,2190,2137,4573,8.881,2.919,306.865,246391
dish2-roi-02,0.086,2614.884,785.326,2055,1461,4377,4.131,2.96,224.711,180427
dish2-roi-02,0.133,3619.065,1322.572,2226,1632,6708,10.275,2.973,482.284,387240
dish2-roi-02,0.095,2909.421,892.354,2023,1559,4828,5.158,3.038,275.387,221116
dish2-roi-02,0.341,3755.478,1891.348,1798,1038,7832,7.942,3.193,1281.559,1029001
dish2-roi-02,0.083,4331.642,1446.043,2792,2081,6933,8.465,3.1,361.452,290220
dish2-roi-02,0.027,2952.591,320.667,2534,2534,3523,9.174,3.083,80.9,64957
dish2-roi-02,0.144,2450.06,542.832,2620,1352,3571,4.292,3.315,353.963,284207
dish2-roi-02,0.087,3179.657,1035.821,2811,1595,5268,4.755,3.312,277.205,222576
dish2-roi-02,0.238,3365.414,1370.744,1587,1174,6856,10.476,3.385,800.561,642794
dish2-roi-02,0.176,4461.83,1486.42,2408,2257,7197,9.769,3.392,783.529,629118
dish2-roi-02,0.131,2580.857,1773.425,3158,667,7031,35.663,3.37,337.502,270990
dish2-roi-02,0.296,4434.143,1497.453,3409,2463,8583,8.736,3.709,1314.345,1055326
dish2-roi-02,0.054,1844.977,391.351,1464,1127,2624,4.953,3.598,98.806,79334
dish2-roi-02,0.065,1551.519,392.899,1041,944,2353,5.436,3.691,100.481,80679
dish2-roi-02,0.076,1491.902,225.434,1779,1026,1972,4.397,3.774,113.343,91006
dish2-roi-02,0.164,2827.091,1028.73,1285,1091,5154,10.511,3.831,464.768,373176
dish2-roi-02,0.136,3108.679,760.899,4101,1537,4515,8.124,3.904,422.012,338846
dish2-roi-02,0.136,4005.789,1346.858,4139,2029,6878,9.428,3.884,543.798,436631
dish2-roi-02,0.057,2898.087,594.929,3599,1665,3929,9.858,3.884,166.032,133312
dish2-roi-02,0.021,2743.647,173.586,2495,2495,3121,9.081,4.057,58.09,46642
dish2-roi-02,0.156,2184.576,846.559,2032,1018,4340,7.746,4.284,340.095,273072
dish2-roi-02,0.247,3255.985,1132.004,2167,1637,6303,9.008,4.621,802.916,644685
dish2-roi-02,0.009,776.286,30.603,746,746,824,20.169,4.358,6.768,5434
dish2-roi-02,0.375,3018.831,1235.124,1255,1116,5701,9.319,5.061,1131.691,908668
dish2-roi-02,0.039,1306.871,217.259,996,996,1744,7.76,4.804,50.457,40513
dish2-roi-02,0.192,4109.903,2398.831,1386,1307,9853,41.285,4.916,788.27,632925
dish2-roi-02,0.01,1192.5,56.315,1115,1115,1270,8.624,5.025,11.881,9540
dish2-roi-02,0.554,5629.285,2951.638,3276,1346,13670,41.864,5.336,3119.867,2505032
dish2-roi-02,0.007,1351.833,43.065,1301,1301,1423,44.372,5.141,10.102,8111
dish2-roi-02,0.146,3642.872,1764.857,2926,1292,7618,42.761,5.479,530.826,426216
dish2-roi-02,0.197,6279.987,2914.53,3995,2194,12953,41.132,5.677,1235.773,992238
dish2-roi-02,0.009,1499.714,82.565,1356,1356,1585,37.875,5.503,13.075,10498
dish2-roi-02,0.443,6568.197,4957.84,1525,1326,17804,39.764,5.849,2912.185,2338278
dish2-roi-02,0.176,6342.284,3034.947,4433,1950,13387,41.12,6.129,1113.75,894262
dish2-roi-02,0.243,7779.364,3833.61,2044,2044,15831,40.276,6.26,1889.303,1516976
dish2-roi-02,0.39,8003.879,4533.16,2155,1498,17023,40.806,6.594,3120.094,2505214
dish2-roi-02,0.025,1470.65,99.933,1348,1348,1696,38.227,7.067,36.632,29413
dish2-roi-02,0.086,889.522,185.997,833,616,1341,16.888,7.398,76.441,61377
dish2-roi-02,0.009,1246.286,42.126,1213,1213,1311,26.99,7.237,10.865,8724
dish2-roi-02,0.03,1648.542,254.394,1665,1320,2122,42.492,7.314,49.276,39565
dish2-roi-02,0.007,1277.667,56.059,1190,1190,1351,22.921,7.376,9.548,7666
dish2-roi-02,0.235,1295.444,425.256,941,674,2288,48.611,7.875,304.932,244839
dish2-roi-02,0.07,1951.839,579.862,1419,1194,3212,42.842,7.867,136.13,109303
dish2-roi-02,0.108,2739.092,1080.724,2694,1342,5425,26.54,8.135,296.79,238301
dish2-roi-02,0.101,2819.099,1094.082,1356,1356,5240,42.367,8.162,284.392,228347
dish2-roi-02,0.162,3214.215,1252.62,2957,1381,6025,26.121,8.29,520.405,417848
dish2-roi-02,0.035,1679.321,191.151,1410,1402,2045,40.076,8.252,58.562,47021
dish2-roi-02,0.139,3157.723,1411.935,1703,1372,6265,27.216,8.53,440.469,353665
dish2-roi-02,0.438,6649.682,4027.049,1678,1527,15568,42.033,8.694,2915.186,2340688
dish2-roi-02,0.232,3692.177,1380.004,2757,1461,7499,26.523,8.789,855.3,686745
dish2-roi-02,0.127,3473.676,1556.445,1444,1444,6724,26.056,8.725,441.278,354315
dish2-roi-02,0.098,2662.405,824.132,1950,1363,4469,27.397,8.894,261.953,210330
dish2-roi-02,0.136,7239.514,3658.736,1631,1631,13630,42.408,9.135,982.785,789107
dish2-roi-02,0.258,3211.671,1232.629,2032,1344,5833,27.088,9.298,827.988,664816
dish2-roi-02,0.391,4814.879,2552.03,2013,1368,11176,24.629,9.379,1882.946,1511872
dish2-roi-02,0.105,3924.952,1169.469,5401,1786,6227,25.391,9.407,410.617,329696
dish2-roi-02,0.1,2521.35,770.043,1522,1382,4073,25.784,9.408,251.215,201708
dish2-roi-02,0.26,4792.732,2291.616,2153,1428,10034,41.572,9.55,1247.534,1001681
dish2-roi-02,0.285,8758.323,3979.298,8096,2799,17420,42.188,9.516,2497.924,2005656
dish2-roi-02,0.11,2925.693,1261.027,1402,1402,5910,22.73,9.65,320.652,257461
dish2-roi-02,0.548,8932.614,4192.337,3148,1640,17683,25.328,10.155,4895.015,3930350
dish2-roi-02,0.137,8118.682,2827.002,8346,3305,13034,24.826,9.905,1112.246,893055
dish2-roi-02,0.285,5188.507,2160.19,1960,1639,9586,22.72,10.116,1479.792,1188168
dish2-roi-02,0.092,5487.635,1709.574,3278,2988,9071,42.387,9.989,505.754,406085
dish2-roi-02,0.052,1580.286,128.286,1497,1360,1801,23.562,10.012,82.662,66372
dish2-roi-02,0.602,10656.716,4982.154,3361,1349,17914,42.996,10.307,6410.521,5147194
dish2-roi-02,0.23,5557.178,2713.167,2219,1457,10904,22.093,10.529,1280.409,1028078
dish2-roi-02,0.088,4545.338,1838.097,1676,1676,7916,24.524,10.473,401.927,322719
dish2-roi-02,0.181,4728.338,2499.397,1446,1446,10664,23.326,10.615,853.885,685609
dish2-roi-02,0.049,4793.359,817.993,3452,3452,6364,22.904,10.586,232.824,186941
dish2-roi-02,0.425,7316.202,3769.138,3862,1884,15549,24.932,10.958,3107.155,2494825
dish2-roi-02,0.381,10449.804,4643.646,9325,1446,17639,42.416,10.931,3982.469,3197640
dish2-roi-02,0.225,4955.077,2605.234,1509,1378,11145,25.578,11.011,1116.996,896869
dish2-roi-02,0.011,792.667,66.149,711,711,901,11.993,10.891,8.885,7134
dish2-roi-02,0.55,6886.681,3192.843,3404,1786,14592,22.509,11.111,3791.011,3043913
dish2-roi-02,0.39,11648.502,4290.499,9233,1947,17254,43.446,11.184,4540.85,3645981
dish2-roi-02,0.595,7427.14,3651.411,2960,1537,15833,21.487,11.592,4421.527,3550173
dish2-roi-02,0.009,774.143,18.298,762,754,800,12.264,11.17,6.749,5419
dish2-roi-02,0.578,9095.119,4663.279,12575,1559,16515,42.654,11.797,5255.925,4220135
dish2-roi-02,0.786,10716.998,5043.46,15949,1853,19001,23.874,11.831,8422.195,6762426
dish2-roi-02,0.041,2395.636,590.632,1529,1529,3522,20.918,11.543,98.46,79056
dish2-roi-02,0.536,7942.63,4236.607,2966,1552,16774,43.927,11.925,4253.59,3415331
dish2-roi-02,0.032,1597.615,142.321,1361,1361,1875,45.377,11.592,51.733,41538
dish2-roi-02,0.041,1707.879,294.621,1331,1331,2254,45.824,11.86,70.193,56360
dish2-roi-02,0.433,7346.75,3982.952,2088,1504,15286,21.211,12.312,3184.178,2556669
dish2-roi-02,0.224,5202.489,2766.792,1512,1335,11437,24.771,12.242,1166.29,936448
dish2-roi-02,0.009,848.571,39.702,857,802,918,31.719,12.052,7.398,5940
dish2-roi-02,0.479,10257.699,3060.137,5030,2697,15635,22.88,12.397,4918.509,3949214
dish2-roi-02,0.078,1826.635,421.874,1719,1253,2649,26.644,12.344,143.323,115078
dish2-roi-02,0.078,6883.159,1545.92,3943,3943,9480,24.32,12.409,540.071,433639
dish2-roi-02,0.012,705.2,29.559,658,658,759,10.601,12.429,8.783,7052
dish2-roi-02,0.017,1493.286,113.28,1373,1347,1674,42.137,12.458,26.037,20906
dish2-roi-02,0.376,8430.523,4089.772,3201,1708,16314,22.246,12.739,3170.913,2546018
dish2-roi-02,0.359,7499.868,3754.594,8701,1565,15332,24.144,12.838,2690.103,2159962
dish2-roi-02,0.016,1479.538,85.03,1373,1373,1608,39.142,12.633,23.955,19234
dish2-roi-02,0.218,9456.314,3432.755,6297,3165,15027,43.836,12.763,2061.023,1654855
dish2-roi-02,0.489,6919.445,4715.672,1604,1401,17490,43.203,13.165,3386.777,2719342
dish2-roi-02,0.015,6001.667,463.605,5142,5142,6659,22.777,12.943,89.697,72020
dish2-roi-02,0.453,6359.676,3031.739,1546,1438,12981,23.322,13.35,2883.096,2314922
dish2-roi-02,0.486,8624.456,4285.725,1684,1487,16453,44.055,13.241,4189.085,3363538
dish2-roi-02,0.055,1961.068,414.963,1615,1291,2696,46.596,13.078,107.465,86287
dish2-roi-02,0.027,1398.909,231.585,1079,1079,1787,15.77,13.404,38.33,30776
dish2-roi-02,0.123,2405.162,890.004,1329,1302,4496,41.791,13.772,296.553,238111
dish2-roi-02,0.965,8333.421,5685.265,1636,1434,18374,45,14.122,8043.551,6458401
dish2-roi-02,0.054,1602.116,214.502,1461,1272,2062,39.1,13.962,85.8,68891
dish2-roi-02,0.045,858.667,104.926,666,666,1043,6.683,14.176,38.499,30912
dish2-roi-02,0.024,1525.895,185.36,1718,1298,1873,42.12,14.24,36.108,28992
dish2-roi-02,0.022,716.167,57.255,773,638,808,28.411,14.357,16.055,12891
dish2-roi-02,0.011,1376.889,73.307,1402,1299,1501,39.626,14.456,15.433,12392
dish2-roi-02,0.019,1033.2,110.223,871,871,1208,0.145,14.572,19.302,15498
dish2-roi-02,0.021,1293.706,139.993,1290,1094,1523,15.973,15.249,27.391,21993
dish2-roi-02,0.037,864.833,134.058,717,684,1112,46.553,15.7,32.313,25945
dish2-roi-02,0.041,963.121,152.426,932,715,1290,26.873,15.983,39.584,31783
dish2-roi-02,0.011,783.889,25.187,741,741,817,25.866,16.989,8.787,7055
dish2-roi-02,0.081,1019.154,226.835,1326,704,1500,69.383,17.581,82.504,66245
dish2-roi-02,0.02,778.312,84.273,856,669,932,54.917,17.502,15.509,12453
dish2-roi-02,0.065,1613.231,330.759,1526,1119,2217,18.881,18.275,104.477,83888
dish2-roi-02,0.171,3134.153,1582.973,1133,1133,7077,0.427,18.605,534.766,429379
dish2-roi-02,0.012,765.1,66.865,749,670,886,74.227,18.616,9.529,7651
dish2-roi-02,0.179,2090.257,394.973,1956,1190,2996,0.893,18.988,374.874,300997
dish2-roi-02,0.136,1681.486,427.796,1125,1060,2465,6.308,19.089,228.267,183282
dish2-roi-02,0.169,3102.478,1356.723,1891,1292,6254,1.258,19.482,525.497,421937
dish2-roi-02,0.466,2651.115,970.475,2905,1147,4978,5.705,19.811,1234.875,991517
dish2-roi-02,0.173,2402.978,777.129,1408,1105,4312,6.381,19.524,415.994,334014
dish2-roi-02,0.012,1892.3,100.941,1743,1743,2041,6.081,19.428,23.567,18923
dish2-roi-02,0.157,3245.532,1031.591,2160,1760,5713,0.682,19.753,509.306,408937
dish2-roi-02,0.046,2602.676,508.687,1694,1694,3443,1.395,19.863,119.935,96299
dish2-roi-02,0.159,2839.812,1180.222,1902,1341,5729,0.431,20.188,452.712,363496
dish2-roi-02,0.22,3206.831,1452.441,2239,1201,7234,0.95,20.458,706.923,567609
dish2-roi-02,0.171,2228.35,789.484,1513,1038,4377,1.831,20.33,380.213,305284
dish2-roi-02,0.015,1308.333,101.8,1124,1124,1461,6.141,20.286,19.553,15700
dish2-roi-02,0.126,1794.723,472.956,1066,1034,2700,6.043,20.496,225.757,181267
dish2-roi-02,0.017,823.214,88.18,696,696,970,35.14,20.406,14.354,11525
dish2-roi-02,0.147,2588.788,847.987,1702,1141,4281,1.498,20.589,380.453,305477
dish2-roi-02,0.017,761.143,49.07,697,697,861,35.308,20.529,13.271,10656
dish2-roi-02,0.036,1014.966,129.005,895,793,1236,33.804,20.823,36.658,29434
dish2-roi-02,0.085,1122.721,184.312,831,820,1518,73.829,21.044,95.083,76345
dish2-roi-02,0.031,1057.44,169.775,1349,837,1349,34.49,20.985,32.924,26436
dish2-roi-02,0.025,798.8,95.411,653,653,963,40.994,21.296,19.897,15976
dish2-roi-02,0.012,855,40.776,786,786,912,33.918,21.326,10.649,8550
dish2-roi-02,0.103,1741.361,863.246,685,685,3619,32.819,21.66,180.007,144533
dish2-roi-02,0.034,841.407,123.332,634,634,1049,31.44,21.868,28.294,22718
dish2-roi-02,0.068,1925.073,607.746,1141,1141,3202,73.066,21.997,131.866,105879
dish2-roi-02,0.052,1786.19,415.704,1248,1248,2683,74.023,22.818,93.433,75020
dish2-roi-02,0.012,1192.7,65.847,1106,1106,1303,1.27,22.851,14.854,11927
dish2-roi-02,0.7,5658.432,3279.464,1343,1085,12869,1.201,23.587,3960.548,3180039
dish2-roi-02,0.075,2091.767,373.74,2701,1385,2701,0.245,23.223,156.31,125506
dish2-roi-02,0.011,710.778,21.253,677,677,750,29.403,23.533,7.967,6397
dish2-roi-02,0.314,2689.294,1052.795,1212,1078,5733,2.083,24.205,844.037,677702
dish2-roi-02,0.025,3174.95,313.362,2683,2683,3718,0.157,24.201,79.084,63499
dish2-roi-02,0.057,1771.652,325.54,1254,1254,2321,39.052,24.242,101.498,81496
dish2-roi-02,0.052,1574.143,282.9,1289,1211,2166,77.587,24.299,82.341,66114
dish2-roi-02,0.167,6082.858,2133.564,3057,2601,9756,0.776,24.608,1015.162,815103
dish2-roi-02,0.045,1481.278,197.588,1380,1121,1859,2.248,24.675,66.414,53326
dish2-roi-02,0.158,3277.976,1341.978,5500,1171,6024,0.4,24.875,518.48,416303
dish2-roi-02,0.247,2645.803,1195.996,1319,1271,6374,69.391,24.922,652.447,523869
dish2-roi-02,0.575,5349.989,3103.336,1892,1150,12834,1.281,25.094,3078.348,2471695
dish2-roi-02,0.205,4559.63,2212.589,2166,1414,9184,33.651,25.05,936.993,752339
dish2-roi-02,0.364,7470.808,3565.909,3859,1727,15309,34.424,25.322,2716.897,2181476
dish2-roi-02,0.055,1731.432,401.785,1257,1257,2594,77.597,25.059,94.881,76183
dish2-roi-02,0.019,1420.867,108.951,1276,1276,1615,73.234,25.1,26.544,21313
dish2-roi-02,0.137,3511.664,1462.068,1529,1529,6920,69.923,25.313,481.092,386283
dish2-roi-02,0.138,3215.225,1567.973,1285,1244,6876,72.297,25.316,444.485,356890
dish2-roi-02,0.105,1904.262,513.525,1938,1106,3064,1.801,25.355,199.218,159958
dish2-roi-02,0.237,8144.637,4202.287,7041,1955,17160,35.034,25.442,1927.295,1547481
dish2-roi-02,0.202,6312.63,4374.858,2425,1415,16039,56.849,25.417,1273.644,1022646
dish2-roi-02,0.508,5414.608,2456.887,1998,1447,11334,33.332,25.693,2751.376,2209160
dish2-roi-02,0.025,2385.45,280.577,1820,1820,2885,69.616,25.337,59.419,47709
dish2-roi-02,0.116,7401.419,2138.987,3980,3980,11578,33.948,25.448,857.276,688332
dish2-roi-02,0.091,4271.945,1314.605,1979,1979,6848,35.591,25.456,388.393,311852
dish2-roi-02,0.69,8070.417,4010.49,2038,1429,17907,57.384,25.735,5568.376,4471011
dish2-roi-02,0.276,6132.243,3590.224,1341,1341,13708,58.819,25.651,1695.49,1361358
dish2-roi-02,0.33,4487.694,2503.188,3776,1284,11333,36.051,25.76,1481.126,1189239
dish2-roi-02,0.088,3883.338,1592.348,1352,1352,6764,59.327,25.585,343.389,275717
dish2-roi-02,0.167,3912.104,1931.259,2114,1361,8713,73.272,25.623,652.887,524222
dish2-roi-02,0.151,3094.132,1266.595,1470,1295,5643,72.154,25.691,466.28,374390
dish2-roi-02,0.157,4325.198,2398.438,1258,1258,9943,55.926,25.781,678.734,544975
dish2-roi-02,0.28,2957.151,1245.198,2652,1354,6996,70.003,25.869,828.665,665359
dish2-roi-02,0.095,2991.697,1185.957,2530,1437,5775,69.374,25.795,283.174,227369
dish2-roi-02,0.035,1497.821,241.118,1618,1191,1967,41.73,25.765,52.233,41939
dish2-roi-02,0.06,5939.542,1426.877,3869,3869,8779,35.089,25.9,355.072,285098
dish2-roi-02,0.223,6255.011,2960.249,6361,1407,11412,59.316,26.037,1394.453,1119647
dish2-roi-02,0.237,4896.774,2322.878,3374,1978,10744,72.723,26.107,1158.741,930387
dish2-roi-02,0.128,5271.223,1444.416,4580,2992,8381,35.613,26.046,676.194,542936
dish2-roi-02,0.331,6012.771,2945.602,3344,1697,12270,73.923,26.135,1991.953,1599397
dish2-roi-02,0.177,4058.915,2363.89,1273,1273,9706,74.644,26.07,717.829,576366
dish2-roi-02,0.189,6371.178,2345.983,4360,2275,10859,34.646,26.096,1206.108,968419
dish2-roi-02,0.267,9754.533,3729.338,14875,2112,15524,58.618,26.191,2599.819,2087470
dish2-roi-02,0.012,2676.7,138.302,2416,2416,2833,33.692,26.062,33.337,26767
dish2-roi-02,0.334,9425.515,4555.754,5012,1994,17343,56.123,26.335,3146.029,2526038
dish2-roi-02,0.154,5939.024,1971.955,2666,2666,10144,73.075,26.356,917.191,736439
dish2-roi-02,0.23,2537.297,980.182,2184,1242,5578,69.209,26.421,584.61,469400
dish2-roi-02,0.007,945.5,25.28,925,925,993,1.935,26.25,7.065,5673
dish2-roi-02,0.232,3906.376,2130.403,2173,1458,9590,33.465,26.561,904.919,726586
dish2-roi-02,0.21,11529.858,3050.685,14666,5286,16239,56.704,26.445,2426.797,1948546
dish2-roi-02,0.225,9558.74,4276.15,12284,1613,16850,59.155,26.516,2154.775,1730132
dish2-roi-02,0.085,4329.309,1194.716,3360,2365,6758,35.663,26.445,366.649,294393
dish2-roi-02,0.068,1992.2,536.927,1330,1330,3208,69.859,26.417,136.464,109571
dish2-roi-02,0.333,7460.401,3208.125,2630,2433,15183,34.804,26.725,2480.825,1991927
dish2-roi-02,0.054,5627.186,1272.455,3306,3306,7816,57.272,26.519,301.358,241969
dish2-roi-02,0.235,8655.852,2838.768,7443,3652,13881,73.901,26.696,2037.485,1635956
dish2-roi-02,0.303,6067.173,3271.236,2485,2093,13925,35.983,26.85,1836.181,1474323
dish2-roi-02,0.377,11556.32,4869.512,11021,2058,18455,58.498,26.833,4360.989,3501565
dish2-roi-02,0.167,5362.888,2468.617,3765,1749,10142,72.207,26.724,895.007,718627
dish2-roi-02,0.243,3783.103,2035.806,1591,1382,9588,71.639,26.876,918.767,737705
dish2-roi-02,0.29,6477.197,4011.587,4932,1185,15783,55.88,26.873,1879.602,1509187
dish2-roi-02,0.085,1872.147,601.525,1071,1071,3271,11.93,26.79,158.552,127306
dish2-roi-02,0.222,6693.736,3218.663,1753,1459,12695,74.784,26.96,1483.923,1191485
dish2-roi-02,0.027,4149.818,502.452,4466,3358,4994,72.943,26.787,113.704,91296
dish2-roi-02,0.27,9207.903,4414.028,5393,1841,16148,57.272,27.083,2488.532,1998115
dish2-roi-02,0.135,7193.815,2046.748,7993,4231,11321,73.47,26.992,967.622,776932
dish2-roi-02,0.534,8071.28,4953.078,4602,1589,17735,34.025,27.205,4312.434,3462579
dish2-roi-02,0.062,7542.74,1444.286,5044,5044,10051,56.546,26.982,469.701,377137
dish2-roi-02,0.139,6986.054,3233.429,11255,1596,11886,75.168,27.146,974.48,782438
dish2-roi-02,0.04,1318.594,182.648,1030,1030,1641,10.768,27.126,52.551,42195
dish2-roi-02,0.42,6442.561,2645.908,2784,1812,12174,72.642,27.326,2704.028,2171143
dish2-roi-02,0.066,2185.075,635.881,1280,1280,3495,12.078,27.153,144.233,115809
dish2-roi-02,0.207,8716.705,3459.815,3074,3074,15924,56.801,27.34,1802.118,1446973
dish2-roi-02,0.016,5285.615,340.301,4741,4741,5843,73.906,27.086,85.578,68713
dish2-roi-02,0.021,1254.941,72.221,1303,1133,1408,11.246,27.179,26.57,21334
dish2-roi-02,0.059,1618.106,276.566,1869,1096,2078,12.525,27.239,94.717,76051
dish2-roi-02,0.196,6810.331,3412.78,2587,1638,13721,34.741,27.409,1331.652,1069222
dish2-roi-02,0.196,6457.096,2873.096,4435,2050,12216,36.606,27.405,1262.582,1013764
dish2-roi-02,0.381,11915.484,4635.568,9397,1833,17861,58.733,27.456,4541.046,3646138
dish2-roi-02,0.425,8503.595,3664.159,2616,2264,16094,73.791,27.527,3611.435,2899726
dish2-roi-02,0.341,5498.219,2517.657,3335,1580,12543,36.118,27.61,1876.27,1506512
dish2-roi-02,0.143,2347.026,829.628,1195,1195,4070,11.359,27.552,336.154,269908
dish2-roi-02,0.081,2218.523,597.658,1376,1371,3354,12.234,27.51,179.597,144204
dish2-roi-02,0.007,1228.167,37.77,1171,1171,1269,51.913,27.392,9.178,7369
dish2-roi-02,0.046,1999.541,347.434,1491,1491,2666,71.993,27.465,92.141,73983
dish2-roi-02,0.455,10077.208,3873.188,4774,3014,16963,74.971,27.732,4580.954,3678181
dish2-roi-02,0.031,1764.72,314.75,1555,1296,2349,75.883,27.436,54.946,44118
dish2-roi-02,0.031,3005.4,337.998,3344,2350,3605,36.969,27.566,93.576,75135
dish2-roi-02,0.127,1602.559,447.236,1160,1038,2596,10.978,27.736,203.581,163461
dish2-roi-02,0.338,4063.934,1608.624,1477,1364,8832,37.196,27.903,1371.635,1101326
dish2-roi-02,0.509,10744.325,4571.83,16084,1686,17168,58.51,28.06,5472.997,4394429
dish2-roi-02,0.446,5467.478,3658.224,1698,1237,15948,75.628,28.079,2437.771,1957357
dish2-roi-02,0.233,2256.957,866.375,1678,1061,4590,12.739,27.909,525.639,422051
dish2-roi-02,0.274,7043.773,3722.146,8519,1886,15058,56.965,27.937,1929.971,1549630
dish2-roi-02,0.026,1706.571,152.849,1841,1456,2006,12.206,27.842,44.634,35838
dish2-roi-02,0.12,5030.729,2028.396,3156,1769,8943,34.576,28.076,601.485,482950
dish2-roi-02,0.555,6544.686,3409.602,2393,1454,14000,72.889,28.335,3635.352,2918930
dish2-roi-02,0.339,4773.346,2441.668,2300,1329,10376,56.485,28.316,1617.017,1298350
dish2-roi-02,0.014,1423,88.259,1255,1255,1537,12.79,28.141,19.495,15653
dish2-roi-02,0.476,6042.052,3632.071,1678,1455,15319,32.74,28.517,2874.555,2308064
dish2-roi-02,0.189,7273.441,2822.652,2349,2349,12201,33.707,28.322,1376.912,1105563
dish2-roi-02,0.083,5529.493,1713.436,6662,2636,8939,34.248,28.266,461.406,370476
dish2-roi-02,0.086,2391.203,714.503,1223,1223,3865,12.364,28.289,205.489,164993
dish2-roi-02,0.098,3798.544,1134.283,3682,1800,5945,34.821,28.342,373.738,300085
dish2-roi-02,0.007,1322.167,38.763,1272,1272,1367,52.83,28.162,9.88,7933
dish2-roi-02,0.098,4228.899,791.223,2736,2736,5871,36.799,28.358,416.08,334083
dish2-roi-02,0.073,1893.305,436.387,1180,1180,2710,12.768,28.331,139.122,111705
dish2-roi-02,0.255,5814.244,2802.363,4770,1823,12666,35.665,28.541,1484.465,1191920
dish2-roi-02,0.32,5882.759,2585.827,6321,2091,11515,74.545,28.613,1882.942,1511869
dish2-roi-02,0.379,7134.783,3544.701,1384,1384,15494,58.347,28.737,2701.327,2168974
dish2-roi-02,0.149,2036.217,795.229,1532,1069,4120,12.234,28.587,304.318,244346
dish2-roi-02,0.599,8299.214,2547.65,5413,3323,14760,33.741,28.878,4971.699,3991922
